stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
B,branched,ae,mlp,64,,-1,0.0001,10,all,0,40256,0.7140106855783789,0.794836805450302,0.8073461537337124,0.4861518597594638,0.6459687684888129,0.46797302272275026,407,0.4693821980303232,0.7242015600204468,1,3492,20.094714164733887,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,cnn,64,,-1,0.0001,10,all,0,53280,0.709407219715749,0.7867162426558731,0.8068604928020562,0.487001328894624,0.6198613786757079,0.46797302272275026,412,0.5508470643836608,0.670867383480072,1,3492,22.170104503631592,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,gru,64,,-1,0.0001,10,all,0,19136,0.7195158960783882,0.7945140880943076,0.8103553465472577,0.4771889867534168,0.5984392384247801,0.46797302272275026,406,0.49973645775588516,0.7574307918548584,1,3492,24.15353775024414,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,podlse,pod,closed-form,64,,300,0.0001,25,all,0,19200,0.6671400214324059,0.7591388299912847,0.5994038892691241,0.4965671963129756,0.5419128942222968,0.39655234855889326,0,nan,nan,0,4365,9.447341918945312,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,linear,64,,-1,0.0001,25,all,0,19264,0.6980015112522756,0.7683311517237394,0.614972533044365,0.48587413655177486,0.5075349885793874,0.39596951628920496,758,0.5167741920257078,0.5572661757469177,1,3492,22.88051128387451,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,mlp,64,,-1,0.0001,25,all,0,63296,0.6944905527184561,0.7855575037123261,0.6434226533291052,0.4657523217443811,0.4751636254012928,0.39596951628920496,425,0.40519700335063474,0.6077932715415955,1,3492,19.677290439605713,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,cnn,64,,-1,0.0001,25,all,0,114720,0.7024852308786961,0.7885143017070001,0.6483059425282277,0.4638705266592841,0.4908275329075847,0.39596951628920496,409,0.3394140686844086,0.6262090802192688,1,3492,21.270154237747192,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,gru,64,,-1,0.0001,25,all,0,19136,0.6962633788907303,0.797121887924681,0.6625217708949381,0.4551599554652638,0.4959934658624654,0.39596951628920496,459,0.45589366210421883,0.6429176330566406,1,3492,25.43809485435486,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,linear,64,,-1,0.0001,25,all,0,19264,0.6928237770971765,0.7744699502026764,0.8130726330436592,0.4906590408571735,0.5892349788035509,0.46797302272275026,501,0.6156752285678772,0.6518843173980713,1,3492,18.64417791366577,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,mlp,64,,-1,0.0001,25,all,0,63296,0.6961696361597632,0.8026503098119371,0.8245463524237819,0.47957386653256806,0.6422519732588233,0.46797302272275026,407,0.3887286676437448,0.7909790277481079,1,3492,20.088651418685913,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,cnn,64,,-1,0.0001,25,all,0,114720,0.7110611926901658,0.786897097761494,0.8222959962140894,0.4790897207546252,0.5795841167952349,0.46797302272275026,404,0.4504586582809243,0.7897977232933044,1,3492,21.926695585250854,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,gru,64,,-1,0.0001,25,all,0,19136,0.7200734115937231,0.7889490595995858,0.803005121360594,0.4823472319962867,0.6073599773754662,0.46797302272275026,404,0.4589106793529253,0.7975695729255676,1,3492,24.016772031784058,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,podlse,pod,closed-form,64,,600,0.0001,50,all,0,38400,0.6440947295170064,0.7818714368272572,0.6369839250632842,0.4794187728139321,0.569086376338339,0.39655234855889326,0,nan,nan,0,4365,9.714934587478638,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,linear,64,,-1,0.0001,50,all,0,38464,0.6888524452862156,0.7784289248841627,0.6316494743498948,0.4767782788534272,0.5249015395126421,0.39596951628920496,758,0.49266330974618183,0.581870973110199,1,3492,23.288666486740112,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,mlp,64,,-1,0.0001,50,all,0,101696,0.6875805799381252,0.7908546138162893,0.6521710766586125,0.4608168618607007,0.49007203958972706,0.39596951628920496,428,0.3859437379776954,0.625897228717804,1,3492,19.910370588302612,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,cnn,64,,-1,0.0001,50,all,0,217120,0.686843182384249,0.7866683460231714,0.6452572609919383,0.4673608884069474,0.5050047225145623,0.39596951628920496,409,0.25415860203533236,0.6629069447517395,1,3492,21.096522331237793,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,gru,64,,-1,0.0001,50,all,0,19136,0.69995061535262,0.7995978068686992,0.666610866010332,0.4518809637542438,0.49168949017060587,0.39596951628920496,459,0.4622890698336244,0.608404278755188,1,3492,25.205878257751465,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,linear,64,,-1,0.0001,50,all,0,38464,0.6825649278712915,0.7895057443933081,0.8417216153926911,0.4809706277590038,0.6057912603836194,0.46797302272275026,513,0.5827366185352155,0.6820552945137024,1,3492,18.61792755126953,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,mlp,64,,-1,0.0001,50,all,0,101696,0.7219445074526247,0.8118421507867761,0.8412445635494195,0.46239120544312284,0.6054901179145332,0.46797302272275026,403,0.35606502363498815,0.8387587666511536,1,3492,19.664082527160645,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,cnn,64,,-1,0.0001,50,all,0,217120,0.7336080708164577,0.8066029349338744,0.851462803392847,0.4601293713555202,0.5735737211916638,0.46797302272275026,401,0.33696635222790033,0.9968799352645874,1,3492,21.409610509872437,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,gru,64,,-1,0.0001,50,all,0,19136,0.7199659657109331,0.7891274905367928,0.803617094032042,0.482405803098628,0.6092305773865977,0.46797302272275026,404,0.45398272428862146,0.8256809711456299,1,3492,23.797239065170288,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,podlse,pod,closed-form,64,,1200,0.0001,100,all,0,76800,0.6011506291480563,0.8453370272906756,0.7419010240357888,0.4331699771445598,0.604993470371006,0.39655234855889326,0,nan,nan,0,4365,10.353028059005737,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,linear,64,,-1,0.0001,100,all,0,76864,0.6747055375940139,0.8039077538819218,0.6737289436525561,0.4539172623978006,0.5342965025122911,0.39596951628920496,655,0.4564284107051491,0.6189944744110107,1,3492,20.72014570236206,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,mlp,64,,-1,0.0001,100,all,0,178496,0.6972664172971067,0.8053037125163907,0.6760344341643878,0.44550892101746853,0.4856238744952399,0.39596951628920496,431,0.4031778919806049,0.6515302062034607,1,3492,19.836082696914673,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,cnn,64,,-1,0.0001,100,all,0,421920,0.693688369755611,0.8094450187208901,0.682873993679485,0.4457887010734635,0.5080714578135578,0.39596951628920496,406,0.1517524677590133,0.7191898226737976,1,3492,21.3550021648407,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,pod,gru,64,,-1,0.0001,100,all,0,19136,0.6998272623873224,0.8040143209238134,0.6739049440711129,0.4466584110767022,0.4785917686546536,0.39596951628920496,455,0.46873157680512567,0.647378146648407,1,3492,25.910103797912598,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,linear,64,,-1,0.0001,100,all,0,76864,0.6632510379245171,0.8288649121554419,0.918299196256882,0.45175244123686387,0.6193702596833262,0.46797302272275026,509,0.5262884643069657,0.7352014183998108,1,3492,19.107516527175903,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,mlp,64,,-1,0.0001,100,all,0,178496,0.7138732957661901,0.8310710733165374,0.8703099348273317,0.4430398000207746,0.5903354480528176,0.46797302272275026,404,0.3154316194620056,0.9033236503601074,1,3492,20.310599088668823,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,cnn,64,,-1,0.0001,100,all,0,421920,0.7399983930472578,0.8228520163257032,0.878793301066105,0.439880712177554,0.543977783522943,0.46797302272275026,401,0.13458855550859938,1.6654270887374878,1,3492,21.896483659744263,4365,1521,4p5d_10ms_yaw_0_0_0,clean
B,branched,ae,gru,64,,-1,0.0001,100,all,0,19136,0.7199960175992828,0.7892286022456098,0.8036572117192701,0.4824049245725042,0.6097199246238099,0.46797302272275026,404,0.45613208600882127,0.8151944875717163,1,3492,24.224937915802002,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,podlse,pod,closed-form,64,,300,0.0001,25,all,0,19200,0.6671400214324059,0.7591388299912847,0.5994038892691241,0.4965671963129756,0.5419128942222968,0.39655234855889326,0,nan,nan,0,4365,9.301749467849731,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,linear,64,,-1,0.0001,25,all,0,19264,0.6980015112522756,0.7683311517237394,0.614972533044365,0.48587413655177486,0.5075349885793874,0.39596951628920496,758,0.5167741920257078,0.5572661757469177,1,3492,23.252633333206177,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,mlp,64,,-1,0.0001,25,all,0,63296,0.6944905527184561,0.7855575037123261,0.6434226533291052,0.4657523217443811,0.4751636254012928,0.39596951628920496,425,0.40519700335063474,0.6077932715415955,1,3492,19.85238289833069,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,cnn,64,,-1,0.0001,25,all,0,114720,0.7024852558516673,0.7885141892324081,0.6483057567712159,0.4638706240182114,0.49082737852046116,0.39596951628920496,409,0.33941401792146086,0.6262062191963196,1,3492,21.335586309432983,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,gru,64,,-1,0.0001,25,all,0,19136,0.6962633788907303,0.797121887924681,0.6625217708949381,0.4551599554652638,0.4959934658624654,0.39596951628920496,459,0.45589366210421883,0.6429176330566406,1,3492,25.533670663833618,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,linear,64,,-1,0.0001,25,all,0,19264,0.6928237770971765,0.7744699502026764,0.8130726330436592,0.4906590408571735,0.5892349788035509,0.46797302272275026,501,0.6156752285678772,0.6518843173980713,1,3492,18.799657344818115,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,mlp,64,,-1,0.0001,25,all,0,63296,0.6961696361597632,0.8026503098119371,0.8245463524237819,0.47957386653256806,0.6422519732588233,0.46797302272275026,407,0.3887286676437448,0.7909790277481079,1,3492,20.225913286209106,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,cnn,64,,-1,0.0001,25,all,0,114720,0.7110614697954014,0.7868998858620584,0.8222964787858714,0.47909066273627604,0.579605053620439,0.46797302272275026,404,0.4504554464918095,0.7898059487342834,1,3492,22.038730144500732,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,gru,64,,-1,0.0001,25,all,0,19136,0.7200734115937231,0.7889490595995858,0.803005121360594,0.4823472319962867,0.6073599773754662,0.46797302272275026,404,0.4589106793529253,0.7975695729255676,1,3492,24.29304552078247,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,podlse,pod,closed-form,64,,150,0.0001,25,disc2,0,9600,0.6823195704244858,0.7506624748096268,0.5853913418552198,0.5033522027694263,0.5237428964290421,0.39655234855889326,0,nan,nan,0,4365,9.402666330337524,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,linear,64,,-1,0.0001,25,disc2,0,9664,0.7046607260588313,0.7606847899371928,0.602344211464031,0.4928635713874332,0.49851671091873695,0.39596951628920496,846,0.5325642155754334,0.5470548868179321,1,3492,25.122488737106323,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,mlp,64,,-1,0.0001,25,disc2,0,44096,0.6728002047934485,0.7704586499247511,0.6184861951223515,0.4828523141475473,0.5202727022911288,0.39596951628920496,438,0.4016006702273435,0.578433096408844,1,3492,20.044109582901,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,cnn,64,,-1,0.0001,25,disc2,0,113760,0.6822673937505949,0.7646995494295906,0.6089747732073821,0.4906657614966714,0.5378741469855678,0.39596951628920496,414,0.36303781845179073,0.578925609588623,1,3492,21.202834367752075,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,gru,64,,-1,0.0001,25,disc2,0,17984,0.687754797613759,0.7845434496370274,0.6417478959320312,0.4687558269283029,0.5158276690265563,0.39596951628920496,470,0.4537960842917465,0.5912166833877563,1,3492,25.615347385406494,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,linear,64,,-1,0.0001,25,disc2,0,9664,0.7007934675514881,0.7629463246626326,0.7933500443178042,0.49896774977727615,0.578254052365704,0.46797302272275026,511,0.6354718015092892,0.6387385129928589,1,3492,18.639729738235474,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,mlp,64,,-1,0.0001,25,disc2,0,44096,0.7038521392378904,0.7795652027881942,0.7980883365803397,0.4932750378836061,0.6226189676094731,0.46797302272275026,407,0.4554537116866751,0.7164788246154785,1,3492,20.195708513259888,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,cnn,64,,-1,0.0001,25,disc2,0,113760,0.7133932276708166,0.7822376731434578,0.8114910184784047,0.4868341706612441,0.6002824203247626,0.46797302272275026,404,0.491000712942012,0.7531296610832214,1,3492,22.05364751815796,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,gru,64,,-1,0.0001,25,disc2,0,17984,0.7160575411853967,0.7807958338322932,0.7939488845515333,0.4887855540764117,0.6014558896379619,0.46797302272275026,406,0.4899396409556901,0.7484206557273865,1,3492,24.198431968688965,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,podlse,pod,closed-form,64,,150,0.0001,25,disc3,0,9600,0.8210058689672689,0.8883993569738088,0.813088807405678,0.3471770645335625,0.41828388026714636,0.39655234855889326,0,nan,nan,0,4365,9.303804159164429,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,linear,64,,-1,0.0001,25,disc3,0,9664,0.9074424955267583,0.9431181951394857,0.9036414521914199,0.24945373371894658,0.2835600270935603,0.39596951628920496,597,0.8458935712620974,0.8546808362007141,1,3492,19.59483242034912,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,mlp,64,,-1,0.0001,25,disc3,0,44096,0.8836904003387026,0.9530376609966129,0.9200239107051332,0.2320065467575741,0.28746915807942763,0.39596951628920496,413,0.6023981133550577,0.9502458572387695,1,3492,19.25981569290161,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,cnn,64,,-1,0.0001,25,disc3,0,113760,0.9136055956814462,0.9440631325819265,0.9052020602596175,0.24823467577713124,0.2878600130350873,0.39596951628920496,403,0.6465287840789673,0.8943507075309753,1,3492,20.79849100112915,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,gru,64,,-1,0.0001,25,disc3,0,17984,0.9228046844939239,0.9607701103545031,0.9327944099073667,0.20917312701703655,0.23061954846626284,0.39596951628920496,415,0.7672745558814085,0.9159799218177795,1,3492,23.55849575996399,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,linear,64,,-1,0.0001,25,disc3,0,9664,0.882318780654425,0.9446905115739523,0.953772186118377,0.28342141267990234,0.4129024764569298,0.46797302272275026,545,0.7720949895603141,0.7834997177124023,1,3492,19.284937858581543,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,mlp,64,,-1,0.0001,25,disc3,0,44096,0.8971965022518905,0.9847272655118827,0.9770364564198214,0.24414024210746715,0.432545677469718,0.46797302272275026,409,0.6177028100105495,0.8821072578430176,1,3492,20.069106578826904,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,cnn,64,,-1,0.0001,25,disc3,0,113760,0.9078666485978459,0.9614156110609318,0.967585373908041,0.26267566084449656,0.4109717286477719,0.46797302272275026,404,0.651306851349882,0.8470830321311951,1,3492,21.883601188659668,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,gru,64,,-1,0.0001,25,disc3,0,17984,0.9282104268482987,0.9608322911037593,0.9562805539573108,0.24798173224748832,0.3504538982251195,0.46797302272275026,403,0.5783067374977733,1.0028977394104004,1,3492,24.106281518936157,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,podlse,pod,closed-form,64,,150,0.0001,25,forces,0,9600,0.7125372471273308,0.7758973589992696,0.6271079763772054,0.47891316445049226,0.5107738442375491,0.39655234855889326,0,nan,nan,0,4365,9.347089767456055,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,linear,64,,-1,0.0001,25,forces,0,9664,0.7308570156643895,0.7862713504657274,0.6446016043927192,0.4664685208064154,0.4740393337158638,0.39596951628920496,1233,0.5698133679053491,0.599915087223053,1,3492,33.03398585319519,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,mlp,64,,-1,0.0001,25,forces,0,44096,0.7281966624782388,0.8109606455142122,0.6853771217129392,0.4381119971284597,0.43198627079493535,0.39596951628920496,421,0.4637953769436953,0.6518269777297974,1,3492,19.584470987319946,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,cnn,64,,-1,0.0001,25,forces,0,113760,0.7432112896355669,0.8605114281854975,0.7672125403863235,0.38199707515091036,0.4384396130604984,0.39596951628920496,413,0.3952914294440039,0.7707793116569519,1,3492,21.220463752746582,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,gru,64,,-1,0.0001,25,forces,0,17984,0.786803159148243,0.9084377413135996,0.8463650721703022,0.32316773971496143,0.42063178641851884,0.39596951628920496,455,0.5822456963829705,0.8465239405632019,1,3492,25.13996148109436,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,linear,64,,-1,0.0001,25,forces,0,9664,0.7255043869328522,0.7885499686393171,0.8271272638923175,0.4756953575970553,0.5695325235759564,0.46797302272275026,501,0.655332452516239,0.670401930809021,1,3492,18.586427450180054,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,mlp,64,,-1,0.0001,25,forces,0,44096,0.7219386447042576,0.8007331688854064,0.8287261260485057,0.46739585856809607,0.5767244524393136,0.46797302272275026,409,0.48928166524787675,0.7514921426773071,1,3492,20.081910133361816,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,cnn,64,,-1,0.0001,25,forces,0,113760,0.7420470809480085,0.8101118479565085,0.8503193593305715,0.45057964727233296,0.5268253914112961,0.46797302272275026,404,0.5154674369991167,0.8346843719482422,1,3492,21.69949436187744,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,gru,64,,-1,0.0001,25,forces,0,17984,0.7721485302392113,0.8608437285678103,0.8702600801852355,0.41363418894212944,0.5693100467485466,0.46797302272275026,408,0.5481877944859989,0.8510584831237793,1,3492,23.970571041107178,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,podlse,pod,closed-form,64,,150,0.0001,25,moments,0,9600,0.6835719773538597,0.7518442819083729,0.5873450268590177,0.5027352224832,0.5236934686077507,0.39655234855889326,0,nan,nan,0,4365,9.214777708053589,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,linear,64,,-1,0.0001,25,moments,0,9664,0.7072749935953766,0.7684820556705229,0.6152217579203149,0.48536037863559545,0.4970200356312632,0.39596951628920496,758,0.5339896319111871,0.5580672025680542,1,3492,22.780919313430786,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,mlp,64,,-1,0.0001,25,moments,0,44096,0.6814043147064732,0.7807990387824867,0.6355638275188378,0.4712589125666627,0.4971893319609385,0.39596951628920496,430,0.40112681985584187,0.6031013131141663,1,3492,19.435357570648193,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,cnn,64,,-1,0.0001,25,moments,0,113760,0.6925178834807948,0.7788799126883971,0.6323943016520376,0.47471659995314713,0.5103208587473528,0.39596951628920496,411,0.3510056474978981,0.597057044506073,1,3492,20.912821769714355,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,pod,gru,64,,-1,0.0001,25,moments,0,17984,0.7035330047876583,0.7939449290771314,0.6572748758232285,0.4571966530556845,0.4768622588728288,0.39596951628920496,451,0.47141886689408946,0.6098921895027161,1,3492,24.64481496810913,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,linear,64,,-1,0.0001,25,moments,0,9664,0.7031700675259231,0.7677986440736451,0.8014532342376453,0.49507517790455485,0.5795542558843604,0.46797302272275026,498,0.6378313010091224,0.647770345211029,1,3492,18.351632356643677,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,mlp,64,,-1,0.0001,25,moments,0,44096,0.7004164693604119,0.7909075962387344,0.8100708069435459,0.4856953824506947,0.6326904910267306,0.46797302272275026,407,0.4205711087273841,0.7659168839454651,1,3492,19.937064170837402,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,cnn,64,,-1,0.0001,25,moments,0,113760,0.7055905100518938,0.7803428777747016,0.8145993144182085,0.48634661500452525,0.5884899806568932,0.46797302272275026,404,0.4675676651973222,0.8027269244194031,1,3492,21.737913846969604,4365,1521,4p5d_10ms_yaw_0_0_0,clean
C,branched,ae,gru,64,,-1,0.0001,25,moments,0,17984,0.7218399101327906,0.7850676158076698,0.7992743867786619,0.4833973432537953,0.5936577572877361,0.46797302272275026,404,0.48316158700781314,0.7683745622634888,1,3492,23.944031476974487,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,linear,64,,-1,0.0001,25,all,0,19264,0.6980015112522756,0.7683311517237394,0.614972533044365,0.48587413655177486,0.5075349885793874,0.39596951628920496,758,0.5167741920257078,0.5572661757469177,1,3492,23.009763479232788,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,mlp,64,,-1,0.0001,25,all,0,63296,0.6944905527184561,0.7855575037123261,0.6434226533291052,0.4657523217443811,0.4751636254012928,0.39596951628920496,425,0.40519700335063474,0.6077932715415955,1,3492,19.729121923446655,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,cnn,64,,-1,0.0001,25,all,0,114720,0.7024852948793889,0.788514138662639,0.6483056732528936,0.463870630517416,0.4908263896592888,0.39596951628920496,409,0.33941387048018895,0.6262059211730957,1,3492,21.058488368988037,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,gru,64,,-1,0.0001,25,all,0,19136,0.6962633788907303,0.797121887924681,0.6625217708949381,0.4551599554652638,0.4959934658624654,0.39596951628920496,459,0.45589366210421883,0.6429176330566406,1,3492,25.247496366500854,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,linear,64,,-1,0.0001,25,all,0,19264,0.6928237770971765,0.7744699502026764,0.8130726330436592,0.4906590408571735,0.5892349788035509,0.46797302272275026,501,0.6156752285678772,0.6518843173980713,1,3492,18.434802532196045,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,mlp,64,,-1,0.0001,25,all,0,63296,0.6961696361597632,0.8026503098119371,0.8245463524237819,0.47957386653256806,0.6422519732588233,0.46797302272275026,407,0.3887286676437448,0.7909790277481079,1,3492,19.845305919647217,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,cnn,64,,-1,0.0001,25,all,0,114720,0.711061410362063,0.7868969436715463,0.8222937176235625,0.4790929325510675,0.5796011439191487,0.46797302272275026,404,0.45046135704678497,0.789825439453125,1,3492,21.73257803916931,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,gru,64,,-1,0.0001,25,all,0,19136,0.7200734115937231,0.7889490595995858,0.803005121360594,0.4823472319962867,0.6073599773754662,0.46797302272275026,404,0.4589106793529253,0.7975695729255676,1,3492,24.134401321411133,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,linear,64,,-1,0.0001,25,all,1,19264,0.699381852326897,0.7691422184620055,0.6163120474277879,0.48497364707294255,0.5053365215914296,0.39596951628920496,719,0.5189971875352412,0.5581356883049011,1,3492,22.119908332824707,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,mlp,64,,-1,0.0001,25,all,1,63296,0.6909594567196488,0.7826940818078832,0.6386935790792966,0.4687833317227434,0.47882975140571615,0.39596951628920496,426,0.40348086508688646,0.6012330055236816,1,3492,19.427233934402466,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,cnn,64,,-1,0.0001,25,all,1,114720,0.6615473948949705,0.7850221166853015,0.6425384367911036,0.47259515663500695,0.539339860662553,0.39596951628920496,417,0.2897528643801996,0.6237425804138184,1,3492,21.225814819335938,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,gru,64,,-1,0.0001,25,all,1,19136,0.6999530032807726,0.7996957527971108,0.6667726282596205,0.4520985521308298,0.48847329393323147,0.39596951628920496,457,0.4569264398066312,0.6378512382507324,1,3492,25.283703327178955,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,linear,64,,-1,0.0001,25,all,1,19264,0.6926966509621857,0.7728577469377073,0.8033422335424988,0.49065486696230903,0.5848651058294524,0.46803404342866817,511,0.6004777711145111,0.6356469392776489,1,3492,53.00933480262756,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,mlp,64,,-1,0.0001,25,all,1,63296,0.7047301750819073,0.789400507572211,0.8119352263073568,0.47764149524806643,0.5891874007600004,0.46803404342866817,405,0.388906553370573,0.7699374556541443,1,3492,19.842357873916626,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,cnn,64,,-1,0.0001,25,all,1,114720,0.7110905490514764,0.7765365472534055,0.8040230151024806,0.48651373515608737,0.5649850509723718,0.46803404342866817,403,0.450913074431687,0.7515993118286133,1,3492,21.716881036758423,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,gru,64,,-1,0.0001,25,all,1,19136,0.7174638603450483,0.7885921978275201,0.7952535392681315,0.4806677558996045,0.59878885801022,0.46803404342866817,405,0.45093329167174856,0.771002471446991,1,3492,24.13299298286438,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,linear,64,,-1,0.0001,25,all,2,19264,0.6978142915580894,0.7682415017687362,0.6148244719804173,0.48595970728133836,0.5079272347604076,0.39596951628920496,768,0.5166695483566559,0.5571231245994568,1,3492,23.197391510009766,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,mlp,64,,-1,0.0001,25,all,2,63296,0.6689154144668602,0.7876505039151335,0.6468793403610027,0.4666743532222627,0.5240305718917548,0.39596951628920496,436,0.3774140949989376,0.606800377368927,1,3492,19.945231199264526,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,cnn,64,,-1,0.0001,25,all,2,114720,0.6922157924293448,0.7827989454504526,0.6388667662547688,0.4703097508010245,0.5032483683753466,0.39596951628920496,410,0.3281212445318631,0.612511932849884,1,3492,21.063507556915283,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,gru,64,,-1,0.0001,25,all,2,19136,0.6938151637761124,0.7949567588995261,0.6589459597633386,0.4576834866456312,0.5022472112510215,0.39596951628920496,461,0.44984021062566926,0.6375091671943665,1,3492,25.130239486694336,4365,1521,4p5d_10ms_yaw_0_0_0,clean
