stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,sensor_noise,weight_decay,lr,ensemble,nmse_fullband,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
W,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6965133627472279,0.7635525680224118,0.6440583069698385,0.4936063845592647,0.5472999831603778,0.5518162123687468,0.0,1e-05,0.001,1,nan,289,0.4248792954463456,0.4636780917644501,1,3492,14.663838863372803,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6953181890024278,0.7724728997385119,0.6537381140044476,0.4855696693152637,0.5477867928104896,0.5518162123687468,0.0,1e-05,0.001,1,nan,209,0.2736512702491821,0.5479476451873779,1,3492,14.7720046043396,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.6954110470794655,0.7755437008747166,0.658635013842019,0.4849837735393732,0.5594609112560419,0.5518162123687468,0.0,1e-05,0.001,1,nan,209,0.2865304370652906,0.5727110505104065,1,3492,15.713390111923218,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7140540427965216,0.7822419704362934,0.6524799996560012,0.4804709392608739,0.5692832312057963,0.5518162123687468,0.0,1e-05,0.001,1,nan,209,0.36662496368636516,0.5240122675895691,1,3492,16.89160990715027,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.0001,0.001,1,nan,0,nan,nan,0,4365,8.540605783462524,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.7434603995281035,0.792990130938935,0.5570502320094691,0.46390110615326535,0.3988478415015844,0.5304652416362131,0.0,0.0001,0.001,1,nan,698,0.4842355091888607,0.4973655343055725,1,3492,22.545768976211548,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.6946350333378396,0.7798175091519206,0.5290993126047644,0.4719627102473991,0.4721691866862835,0.5304652416362131,0.0,0.0001,0.001,1,nan,284,0.3401754287509984,0.4608841836452484,1,3492,16.058260440826416,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7010350247322717,0.7860917046511601,0.5424124962339706,0.4659612828344949,0.4882672064712479,0.5304652416362131,0.0,0.0001,0.001,1,nan,231,0.3298844354395741,0.47384732961654663,1,3492,15.54595398902893,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.7041908462631068,0.8013317372744342,0.5747502442135055,0.44854385112786266,0.46517189517656315,0.5304652416362131,0.0,0.0001,0.001,1,nan,405,0.3712914197237358,0.5111697912216187,1,3492,24.291898012161255,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6965303619054259,0.7635380482708968,0.6440579956374519,0.4936133844370299,0.5471933681540038,0.5518162123687468,0.0,0.0001,0.001,1,nan,289,0.424949469230429,0.46366259455680847,1,3492,15.063122510910034,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6956169392413636,0.7722382113956546,0.6533080306399536,0.48573611033495734,0.5472607252462923,0.5518162123687468,0.0,0.0001,0.001,1,nan,209,0.276328572839123,0.5444290041923523,1,3492,15.16842007637024,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.6955825068578786,0.7754078783179256,0.6584261310077147,0.4850523985596541,0.5590157231609799,0.5518162123687468,0.0,0.0001,0.001,1,nan,209,0.2876501372180034,0.5702845454216003,1,3492,16.153465032577515,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7143902628384948,0.7820907842719574,0.652185638190782,0.48059844259130674,0.5692459646348359,0.5518162123687468,0.0,0.0001,0.001,1,nan,209,0.3737109044709703,0.5235448479652405,1,3492,17.331453323364258,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.001,0.001,1,nan,0,nan,nan,0,4365,8.770323753356934,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.840240920256354,0.8730881146694894,0.7270097377123573,0.39524060324583304,0.236033203414451,0.5304652416362131,0.0,0.001,0.001,1,nan,395,0.6775016960819152,0.6712896823883057,1,3492,16.40772271156311,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.7694837043844914,0.8080169249934089,0.5889355101506623,0.45389468328538407,0.3541080329325307,0.5304652416362131,0.0,0.001,0.001,1,nan,309,0.5374031232804367,0.5302958488464355,1,3492,17.265547275543213,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7254435517242628,0.7883938162124665,0.5472973350877018,0.46354057379496244,0.45493826179847174,0.5304652416362131,0.0,0.001,0.001,1,nan,244,0.4316716315000737,0.4716985523700714,1,3492,16.38694739341736,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.8133796654393238,0.8468997407838988,0.6714407598997546,0.4314509437125668,0.26203737431532687,0.5304652416362131,0.0,0.001,0.001,1,nan,372,0.6254472654026945,0.6130980253219604,1,3492,23.06185555458069,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6967265435386121,0.7634382820917522,0.6441427057808501,0.49365080174029535,0.5461967992013029,0.5518162123687468,0.0,0.001,0.001,1,nan,289,0.4256931944469679,0.46358293294906616,1,3492,15.009264707565308,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6811964911911804,0.7724343701570997,0.6519988948764398,0.48827712695836306,0.572740293664398,0.5518162123687468,0.0,0.001,0.001,1,nan,216,0.2815321247260868,0.5319694876670837,1,3492,15.35317850112915,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
