stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,fit_seconds,n_train,n_test,run,tag
R,podlse,pod,closed-form,6,50,50,0.1,25,all,0,300,0.790665957824716,0.838822868947114,0.64138325890155,0.4119212619198065,0.39646777130004346,0.5492297786913503,3.061910390853882,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,100,100,1e-06,25,all,0,600,0.7755124432372603,0.8364168500220833,0.6360544706429906,0.41671391573783023,0.4547376122127167,0.5492297786913503,3.083918809890747,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,100,100,0.0001,25,all,0,600,0.7755125269735652,0.8363849667154837,0.6359838563231759,0.4167396842960496,0.454636168291115,0.5492297786913503,3.063310146331787,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,100,100,0.001,25,all,0,600,0.7755202663615195,0.8361132093915299,0.6353819752564901,0.4169582474689088,0.4537425753200263,0.5492297786913503,3.092836380004883,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,100,100,0.01,25,all,0,600,0.7759718192042738,0.834506575052317,0.6318236432277897,0.4181818009720804,0.44670244926943786,0.5492297786913503,3.057529926300049,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,100,100,0.1,25,all,0,600,0.7825738192115737,0.8341682643016064,0.6310743613591488,0.417357929040845,0.4153834946086874,0.5492297786913503,3.055839776992798,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,200,200,1e-06,25,all,0,1200,0.7624445338189173,0.8307659352754362,0.6235389713512829,0.4213586271964924,0.47059210415302277,0.5492297786913503,3.0703125,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,200,200,0.0001,25,all,0,1200,0.7624904766318907,0.83015413355979,0.6221839687929135,0.4220566755806732,0.46918721084136655,0.5492297786913503,3.1209299564361572,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,200,200,0.001,25,all,0,1200,0.7638383280428923,0.8287217083721493,0.6190114706709098,0.4239445428472583,0.4633249287857734,0.5492297786913503,3.05082368850708,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,200,200,0.01,25,all,0,1200,0.7690781571102108,0.8301090356372015,0.6220840870846381,0.422881974521909,0.4525726460600674,0.5492297786913503,3.1099300384521484,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,6,200,200,0.1,25,all,0,1200,0.7774602894108049,0.8321113635477484,0.6265187909635246,0.41994851790830184,0.4289793032418619,0.5492297786913503,3.1036219596862793,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,linear,6,,-1,0.0001,25,all,0,1806,0.7803529527678517,0.8374372473941855,0.6383282189630018,0.4136821853515721,0.4377695957563371,0.5492125294794721,29.745643615722656,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,mlp,6,,-1,0.0001,25,all,0,55814,0.7768077326510061,0.8463285849757207,0.6580197697907126,0.3946173098592278,0.4053525833389551,0.5492125294794721,29.125818729400635,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,gru,6,,-1,0.0001,25,all,0,15366,0.7828912780777015,0.851703367290309,0.6699232430493809,0.38975995491148113,0.40633162950681995,0.5492125294794721,276.21242475509644,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,12,12,1e-06,25,all,0,96,0.8339660248503944,0.866561439698761,0.7288261139291181,0.3757171439833449,0.38688331743481225,0.5062274384960007,10.250526428222656,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,12,12,0.0001,25,all,0,96,0.8339660358643517,0.8665588063733438,0.7288207876587021,0.37571831497904773,0.38680559813548093,0.5062274384960007,3.2557806968688965,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,12,12,0.001,25,all,0,96,0.8339671189139138,0.8665358874305323,0.7287744308786895,0.37572845346270256,0.3861018616089977,0.5062274384960007,3.2896485328674316,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,12,12,0.01,25,all,0,96,0.8340684075907483,0.866400791793485,0.7285011809832334,0.3757820470858621,0.3793304850303255,0.5062274384960007,3.499817371368408,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,12,12,0.1,25,all,0,96,0.8398637582457013,0.8701328741315348,0.7360498415543292,0.37327599359147523,0.3300817296539006,0.5062274384960007,3.444441556930542,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,25,25,1e-06,25,all,0,200,0.7945082262702838,0.8499301329480121,0.6951869607316635,0.4003424134399858,0.4367310965437855,0.5062274384960007,3.446650743484497,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,25,25,0.0001,25,all,0,200,0.7945082529179219,0.8499082489291154,0.6951426972305887,0.4003568970534224,0.43663166816555404,0.5062274384960007,3.441490888595581,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,25,25,0.001,25,all,0,200,0.7945108494450817,0.8497136001844761,0.6947489928128449,0.4004858389792972,0.4357348943885965,0.5062274384960007,3.4178104400634766,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,25,25,0.01,25,all,0,200,0.7947343235755059,0.848136942191979,0.6915599806357225,0.4015386854409802,0.42740017556364635,0.5062274384960007,3.629627227783203,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,25,25,0.1,25,all,0,200,0.8032059373262393,0.8468012755887794,0.6888584073823921,0.4024849972627032,0.37511987295952187,0.5062274384960007,3.729933023452759,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,50,50,1e-06,25,all,0,400,0.781100252922175,0.8399910166302734,0.6750837023725644,0.41219184705590106,0.4453506874394326,0.5062274384960007,3.7194416522979736,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,50,50,0.0001,25,all,0,400,0.7811002852813931,0.8399755096173214,0.6750523372614433,0.41220198207683023,0.4452649270692616,0.5062274384960007,3.7432076930999756,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,50,50,0.001,25,all,0,400,0.7811034171384846,0.8398385402053083,0.6747752973930119,0.41229121726092566,0.44449420643043447,0.5062274384960007,3.58911395072937,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,50,50,0.01,25,all,0,400,0.7813577107883909,0.8387942281050529,0.6726630295325884,0.4129473876481334,0.4375417867117975,0.5062274384960007,3.582954168319702,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,50,50,0.1,25,all,0,400,0.7889830744470494,0.8384228841411385,0.6719119342231054,0.41236461994977125,0.3976613594747851,0.5062274384960007,3.628100633621216,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,100,100,1e-06,25,all,0,800,0.7723405469779671,0.8366155087375535,0.6682562636857453,0.4168148940250583,0.4586156137697511,0.5062274384960007,3.7127811908721924,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,100,100,0.0001,25,all,0,800,0.7723406413725994,0.8365786680299294,0.6681817481815674,0.4168442515412456,0.45850574253828463,0.5062274384960007,3.754713773727417,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,100,100,0.001,25,all,0,800,0.7723493620359543,0.8362641932206564,0.6675456787226597,0.41709379872898644,0.45753856018280253,0.5062274384960007,3.7925500869750977,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,100,100,0.01,25,all,0,800,0.7728560995269474,0.8343774653373836,0.663729506652809,0.4185230342899461,0.44996109785006705,0.5062274384960007,3.4386885166168213,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,100,100,0.1,25,all,0,800,0.7801099693379289,0.8335631399401712,0.6620824191930001,0.41806027663679185,0.4171040898944326,0.5062274384960007,3.395958185195923,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,200,200,1e-06,25,all,0,1600,0.7573485231597074,0.8304021228533982,0.6556888182790523,0.4223834012547734,0.4768867177703259,0.5062274384960007,3.3936352729797363,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,200,200,0.0001,25,all,0,1600,0.7573964370914825,0.8297322496655073,0.6543339056959318,0.4231112022187096,0.4754075962641066,0.5062274384960007,3.3778247833251953,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,200,200,0.001,25,all,0,1600,0.7588133100528314,0.8280519756667646,0.6509353155968787,0.42514018243727314,0.46911513582163056,0.5062274384960007,3.6164541244506836,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,200,200,0.01,25,all,0,1600,0.7645519395961268,0.8291406999743115,0.6531374133827138,0.42421909372836647,0.4569590994032233,0.5062274384960007,3.5796210765838623,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,podlse,pod,closed-form,8,200,200,0.1,25,all,0,1600,0.7742722980320705,0.8312441646636884,0.6573919660761274,0.42098725418429617,0.4312892077855403,0.5062274384960007,3.6411871910095215,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,linear,8,,-1,0.0001,25,all,0,2408,0.7776861194896878,0.8371498646526586,0.6693660244909865,0.4141134839236534,0.43995609241469613,0.5061868539642355,37.012139558792114,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,mlp,8,,-1,0.0001,25,all,0,56072,0.7625354961220743,0.8418971744083632,0.6789673628749752,0.4009324855160552,0.4289644770276143,0.5061868539642355,30.14258575439453,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
R,branched,pod,gru,8,,-1,0.0001,25,all,0,15496,0.7777409851650265,0.8541190751812576,0.7036859110748442,0.388523960851894,0.41808090854350805,0.5061868539642355,280.27142333984375,4365,1521,4p5d_10ms_yaw_0_0_0,lowrank
