stage,model,latent,branch,r_field,r_sensor,r_sensor_used,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,floor_test,fit_seconds,n_train,n_test,run,tag
C,branched,ae,cnn,64,,-1,25,disc2,0,113760,0.7950513501781432,0.8346880172978929,0.8792595278466595,0.3072115188437,3.837401866912842,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,gru,64,,-1,25,disc2,0,17984,0.7782375194930752,0.8232314266137905,0.8549734084340989,0.3072115188437,4.518641233444214,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,podlse,pod,closed-form,64,,150,25,disc3,0,9600,0.8484532738939673,0.9188531716367361,0.8940540953037075,0.23207692339544772,4.5641093254089355,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,linear,64,,-1,25,disc3,0,9664,0.9233043539988266,0.9599182004679323,0.947552228133511,0.23154603046073202,6.3240790367126465,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,mlp,64,,-1,25,disc3,0,44096,0.9011366671001757,0.9599155754110925,0.9475488131506768,0.23154603046073202,4.122787237167358,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,cnn,64,,-1,25,disc3,0,113760,0.924181568661284,0.9618400821893496,0.9500524380293941,0.23154603046073202,3.9204442501068115,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,gru,64,,-1,25,disc3,0,17984,0.9253439356782183,0.9704589118905667,0.9612648259041408,0.23154603046073202,4.691964626312256,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,linear,64,,-1,25,disc3,0,9664,0.9248772302780685,0.954632880452626,0.9798455101918283,0.3072115188437,6.052254676818848,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,mlp,64,,-1,25,disc3,0,44096,0.9467922104093178,0.956040007009756,0.9736066411461765,0.3072115188437,3.6359786987304688,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,cnn,64,,-1,25,disc3,0,113760,0.9484170566849423,0.9625271626396109,0.9763030323341725,0.3072115188437,3.833491563796997,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,gru,64,,-1,25,disc3,0,17984,0.9397463445829726,0.9583975003442937,0.9741705307569846,0.3072115188437,4.309628009796143,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,podlse,pod,closed-form,64,,150,25,forces,0,9600,0.7716736999804943,0.8475727463940892,0.8012603269310016,0.23207692339544772,4.577987194061279,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,linear,64,,-1,25,forces,0,9664,0.8001966455519585,0.8544868870947504,0.8103947693294309,0.23154603046073202,10.776754379272461,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,mlp,64,,-1,25,forces,0,44096,0.7919248007689368,0.848893380398625,0.803118077617087,0.23154603046073202,4.181216716766357,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,cnn,64,,-1,25,forces,0,113760,0.7949239316327175,0.8826027868681584,0.8469712402234354,0.23154603046073202,4.298725128173828,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,gru,64,,-1,25,forces,0,17984,0.8580932950701281,0.925904301560172,0.9033029459331244,0.23154603046073202,5.2586891651153564,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,linear,64,,-1,25,forces,0,9664,0.8002616432522545,0.8501635468333558,0.896981395155823,0.3072115188437,5.506004571914673,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,mlp,64,,-1,25,forces,0,44096,0.8079343444553325,0.8515725181559417,0.8961008233507435,0.3072115188437,3.7875630855560303,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,cnn,64,,-1,25,forces,0,113760,0.8075828333240622,0.8669559337235947,0.9141980089731871,0.3072115188437,3.9725167751312256,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,gru,64,,-1,25,forces,0,17984,0.8271100863381968,0.8822870287971198,0.9155191936285704,0.3072115188437,4.750973224639893,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,podlse,pod,closed-form,64,,150,25,moments,0,9600,0.7477660108963375,0.8248376119014051,0.7716634383482682,0.23207692339544772,4.571768760681152,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,linear,64,,-1,25,moments,0,9664,0.7700047207866033,0.8370301762380804,0.7876850256719315,0.23154603046073202,10.177284479141235,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,mlp,64,,-1,25,moments,0,44096,0.7569513772578732,0.835235789081127,0.7853506757081091,0.23154603046073202,4.274095296859741,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,cnn,64,,-1,25,moments,0,113760,0.7241550099752925,0.8377814525174623,0.7886623742607239,0.23154603046073202,4.501418352127075,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,pod,gru,64,,-1,25,moments,0,17984,0.7678803722839388,0.8380449030749665,0.789005101746816,0.23154603046073202,5.6919026374816895,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,linear,64,,-1,25,moments,0,9664,0.7756620419516578,0.8287788017355177,0.8748707287517308,0.3072115188437,6.418607473373413,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,mlp,64,,-1,25,moments,0,44096,0.7605970048392288,0.8199569285356577,0.8657143564105868,0.3072115188437,3.9083192348480225,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,cnn,64,,-1,25,moments,0,113760,0.7743493029566543,0.8287836217726494,0.8795429753890844,0.3072115188437,3.9391589164733887,4365,1521,4p5d_10ms_yaw_0_0_0,main
C,branched,ae,gru,64,,-1,25,moments,0,17984,0.7588618984288056,0.8240867954142771,0.8555483855146447,0.3072115188437,4.634176969528198,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,linear,64,,-1,25,all,0,19264,0.7641603640882979,0.840994656759071,0.7928424884440459,0.23154603046073202,8.223350763320923,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,mlp,64,,-1,25,all,0,63296,0.7757054450855723,0.8350508414709101,0.785110074093488,0.23154603046073202,4.0504982471466064,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,cnn,64,,-1,25,all,0,114720,0.7608096209004347,0.8468226759045424,0.8004242615461702,0.23154603046073202,4.211108922958374,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,gru,64,,-1,25,all,0,19136,0.75801266406956,0.8512135977913775,0.8061364894274052,0.23154603046073202,5.686654567718506,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,linear,64,,-1,25,all,0,19264,0.7668185774035322,0.8394678909831831,0.8921199883825891,0.3072115188437,5.521638631820679,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,mlp,64,,-1,25,all,0,63296,0.7579341544315233,0.8347459787737177,0.8788434799027467,0.3072115188437,3.9269540309906006,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,cnn,64,,-1,25,all,0,114720,0.7922375826825943,0.8427054150531761,0.8909804220149565,0.3072115188437,3.8530032634735107,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,gru,64,,-1,25,all,0,19136,0.7719783538769768,0.8280694461704802,0.8624716724755194,0.3072115188437,4.36685037612915,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,linear,64,,-1,25,all,1,19264,0.7633640766319144,0.8408638201191927,0.7926722807470155,0.23154603046073202,8.693976163864136,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,mlp,64,,-1,25,all,1,63296,0.7677192223463397,0.839041758967597,0.7903019291944943,0.23154603046073202,4.112963914871216,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,cnn,64,,-1,25,all,1,114720,0.7662155718192929,0.8423830815455937,0.794648714785797,0.23154603046073202,4.143272638320923,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,gru,64,,-1,25,all,1,19136,0.781972290681604,0.8464688920969632,0.7999640179386388,0.23154603046073202,5.339156866073608,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,linear,64,,-1,25,all,1,19264,0.7668812122675007,0.8392455062468929,0.8913803527818294,0.3069362477729068,20.453498363494873,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,mlp,64,,-1,25,all,1,63296,0.7566234960111409,0.8275738924047003,0.8743406411289546,0.3069362477729068,3.922471046447754,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,cnn,64,,-1,25,all,1,114720,0.7853209899731728,0.8396820974338569,0.8917142584613769,0.3069362477729068,3.8561253547668457,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,gru,64,,-1,25,all,1,19136,0.7868792957519775,0.8223021033080146,0.8590998525159422,0.3069362477729068,4.295652151107788,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,linear,64,,-1,25,all,2,19264,0.7635656797663756,0.8409599871464122,0.792797386132239,0.23154603046073202,7.910261392593384,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,mlp,64,,-1,25,all,2,63296,0.772789976281977,0.8367947301984953,0.7873787297581107,0.23154603046073202,4.093979120254517,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,cnn,64,,-1,25,all,2,114720,0.75806703752478,0.8442409692798208,0.7970656737728099,0.23154603046073202,4.203699350357056,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,gru,64,,-1,25,all,2,19136,0.7682217637180142,0.8558024015077642,0.8121061452777745,0.23154603046073202,5.610996246337891,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,linear,64,,-1,25,all,2,19264,0.7684547980102147,0.8415182501786884,0.8927873892147657,0.3080577072461207,20.420916080474854,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,mlp,64,,-1,25,all,2,63296,0.7634295394361922,0.8255972012607128,0.8740592628726803,0.3080577072461207,3.870516538619995,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,cnn,64,,-1,25,all,2,114720,0.7822992399587181,0.8465157205671996,0.8961958998774001,0.3080577072461207,3.8836848735809326,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,gru,64,,-1,25,all,2,19136,0.7733385747396537,0.8255660828692277,0.8615394506123651,0.3080577072461207,4.359375,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,linear,64,,-1,25,all,3,19264,0.7639081138610404,0.8408607584011499,0.792668297703905,0.23154603046073202,7.772454023361206,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,mlp,64,,-1,25,all,3,63296,0.7704679841168692,0.8369713414714586,0.7876084864842746,0.23154603046073202,4.083027601242065,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,cnn,64,,-1,25,all,3,114720,0.7587506753977777,0.8455685854934228,0.7987927931674079,0.23154603046073202,4.186018466949463,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,gru,64,,-1,25,all,3,19136,0.7583436867524637,0.8450293877713714,0.7980913413218089,0.23154603046073202,5.681889772415161,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,linear,64,,-1,25,all,3,19264,0.7693139210980838,0.841858916804438,0.8900680791161372,0.3099283919405197,21.812166213989258,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,mlp,64,,-1,25,all,3,63296,0.7616931927092946,0.8314944340491507,0.8739233572051185,0.3099283919405197,3.937528371810913,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,cnn,64,,-1,25,all,3,114720,0.7967440457373433,0.8459826995838378,0.8908828179800348,0.3099283919405197,3.8716073036193848,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,gru,64,,-1,25,all,3,19136,0.7798195345053774,0.8299245024650131,0.8613602585098815,0.3099283919405197,4.329970121383667,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,linear,64,,-1,25,all,4,19264,0.7630126300753528,0.8410063577969695,0.7928577105310352,0.23154603046073202,8.302900791168213,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,mlp,64,,-1,25,all,4,63296,0.7713834486216116,0.8379196290500202,0.7888421305538559,0.23154603046073202,4.091481447219849,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,cnn,64,,-1,25,all,4,114720,0.7740813943045651,0.8451093009284004,0.798195301760055,0.23154603046073202,4.0864057540893555,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,pod,gru,64,,-1,25,all,4,19136,0.7693273522108132,0.8442550995534573,0.7970840560955009,0.23154603046073202,5.470307350158691,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,linear,64,,-1,25,all,4,19264,0.7643807151607747,0.8390128000052384,0.8884721528618034,0.309761920244362,18.82029700279236,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,mlp,64,,-1,25,all,4,63296,0.7675815512467904,0.8277206318924729,0.8693022595025303,0.309761920244362,3.801048517227173,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,cnn,64,,-1,25,all,4,114720,0.7670282478090515,0.8402326288834373,0.887027513787398,0.309761920244362,3.954280138015747,4365,1521,4p5d_10ms_yaw_0_0_0,main
D,branched,ae,gru,64,,-1,25,all,4,19136,0.7685473481678095,0.8246219978182842,0.8585560123148336,0.309761920244362,4.358595848083496,4365,1521,4p5d_10ms_yaw_0_0_0,main
