stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,sensor_noise,weight_decay,lr,ensemble,nmse_fullband,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
A,epod,pod,closed-form,16,,300,0.0001,25,all,0,9444600,0.6447705350202287,0.779856768903682,nan,0.4803196015293632,0.5620968364128343,0.5304652416362131,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,7.660195827484131,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.70853042331316,0.767618488294272,0.503214272077405,0.4861288782153786,0.49282634094871625,0.5304652416362131,0.1,0.0,0.001,1,nan,926,0.4159968815923147,0.43771252036094666,1,3492,27.46383500099182,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.6813055689411996,0.7920074994469626,0.5549651912271002,0.45952408671094264,0.4905563489747061,0.5304652416362131,0.1,0.0,0.001,1,nan,281,0.2960665266265301,0.4906432032585144,1,3492,15.760115385055542,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7116737456250917,0.788602710517646,0.5477405868550858,0.4634924154079016,0.49304507690643323,0.5304652416362131,0.1,0.0,0.001,1,nan,222,0.3397250154652,0.47906020283699036,1,3492,15.037448167800903,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.7087079233394615,0.7987896115819203,0.5693561205912716,0.453050073449739,0.4776984418406728,0.5304652416362131,0.1,0.0,0.001,1,nan,345,0.37308690948721196,0.5101050138473511,1,3492,21.254961013793945,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.695263351031739,0.762084587154252,0.6406128745308985,0.4944600209422361,0.5420887165730274,0.5518162123687468,0.1,0.0,0.001,1,nan,327,0.4309542788467866,0.46255257725715637,1,3492,30.923504114151,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6957692814878679,0.7712828413848775,0.6521033430437028,0.4867759720813838,0.5493685523707806,0.5518162123687468,0.1,0.0,0.001,1,nan,209,0.2825273211879009,0.5474602580070496,1,3492,14.524650573730469,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.7002946204258116,0.7724519865750843,0.6613712626776872,0.48324348680865836,0.5173718170976349,0.5518162123687468,0.1,0.0,0.001,1,nan,208,0.29882551099836213,0.5585806369781494,1,3492,15.473916292190552,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7207864798856567,0.781646477774569,0.6549395348013292,0.4786762309687639,0.5472655241299522,0.5518162123687468,0.1,0.0,0.001,1,nan,206,0.3813341157884259,0.5136191248893738,1,3492,16.5484139919281,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,podlse,pod,closed-form,32,,300,0.0001,25,all,0,9600,0.6725824813699284,0.7557658511927118,0.544772605869886,0.4993040383103995,0.5367988610664788,0.4616230950213562,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,8.733251333236694,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,epod,pod,closed-form,32,,300,0.0001,25,all,0,9444600,0.6447705350202287,0.779856768903682,nan,0.4803196015293632,0.5620968364128343,0.46128124032498835,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,7.6552088260650635,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,linear,32,,-1,0.0001,25,all,0,9632,0.7047019873556903,0.7683904604717132,0.5684283914999092,0.48547022601809725,0.4970879841184198,0.46128124032498835,0.1,0.0,0.001,1,nan,1055,0.4763467715709616,0.508047342300415,1,3492,30.405776739120483,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,mlp,32,,-1,0.0001,25,all,0,59168,0.69873142206972,0.7906748771287628,0.609674613641428,0.4600517218157043,0.45162370645779487,0.46128124032498835,0.1,0.0,0.001,1,nan,263,0.40222688512567256,0.5554137229919434,1,3492,15.267061233520508,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,cnn,32,,-1,0.0001,25,all,0,63488,0.70690995558577,0.7876922148894111,0.6041540047248602,0.4645502165932293,0.4947866187340437,0.46128124032498835,0.1,0.0,0.001,1,nan,222,0.3985902301088095,0.5406740307807922,1,3492,15.124644994735718,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,gru,32,,-1,0.0001,25,all,0,17056,0.7241411346088749,0.8128973858443946,0.6508062503870924,0.4367357506702635,0.4403218358485636,0.46128124032498835,0.1,0.0,0.001,1,nan,316,0.4700267695206274,0.5755239725112915,1,3492,20.113898754119873,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,linear,32,,-1,0.0001,25,all,0,9632,0.6963061485151434,0.7667932053729124,0.7243098454660255,0.49182978246058645,0.5601305861576346,0.5044656023458448,0.1,0.0,0.001,1,nan,327,0.5328854422115925,0.5666103959083557,1,3492,33.03625726699829,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
